customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ID2412954937,2019-09-04,Nickolson,"[('iAssist Line', 1), ('Thunder line', 2), ('Universe Note', 1), ('pearTV', 2)]",22655.0,95.91,-37.817575700000006,144.9671415,5,21618.16,Spring,True,0.2404,five stars great device best note made product is 100 percent as descibe,1.0
ID0575434365,2019-02-12,Nickolson,"[('Toshika 750', 2), ('pearTV', 2), ('Candle Inferno', 2), ('Lucent 330S', 2)]",24580.0,83.72,-37.8208646,144.98469519999998,15,20976.72,Summer,True,1.3554,"cell network provider said this phone was stolen after checking its serial number had to return it cuz when i got the sim card, it wouldnt work. i called my cell provider, they punched in the serial number and advised me that this phone was registered as stolen lol.",0.0
ID0030385496,2019-10-24,Bakers,"[('Olivia x460', 1), ('Alcon 10', 2), ('Thunder line', 1), ('Lucent 330S', 1)]",22535.0,74.78,-37.816467100000004,144.9972205,15,19229.53,Spring,False,0.7413,five stars best cellphone ever.,1.0
ID0387153092,2019-05-15,Thompson,"[('Candle Inferno', 1), ('pearTV', 1), ('Universe Note', 2)]",13640.0,75.93,-37.8096826,144.9468195,5,13033.93,Autumn,True,0.3336,"wow! a+++!!! this olivia phone far exceeded my expectations! rerurb or not, it still looked and worked as new! will buy from seller again!",1.0
ID0579383633,2019-02-18,Thompson,"[('Alcon 10', 1), ('iStream', 1), ('Candle Inferno', 2), ('Universe Note', 2)]",16860.0,85.5,-37.825289,144.94270669999997,0,16945.5,Summer,True,1.4558,"bad, bad and bad very bad phone and not warranty., the phone stopped charging out of nothing and not getting internet signal as well., not recommendation to buy from this supplier.",0.0
ID0441031274,2019-12-10,Thompson,"[('Thunder line', 1), ('Lucent 330S', 1)]",3410.0,59.97,-37.8125335,144.9376384,0,3469.97,Summer,False,0.8295,"no charger??, my phone did not come with charger or any other accessory why????",0.0
ID2705171085,2019-05-10,Nickolson,"[('Thunder line', 1), ('pearTV', 1)]",8490.0,62.87,-37.8206287,144.9707674,25,6430.37,Autumn,False,0.2504,worked well! does not come with a nano sim ... worked well! does not come with a nano sim. i got it directly from verizon's!,1.0
ID6167417940,2019-11-08,Nickolson,"[('Universe Note', 1), ('iStream', 1), ('Olivia x460', 1), ('Candle Inferno', 1)]",5255.0,77.05,-37.8148782,144.96057549999998,5,5069.3,Spring,False,0.8912,great s7 great phone,1.0
ID6167413281,2019-10-08,Thompson,"[('iAssist Line', 2), ('Alcon 10', 2), ('Thunder line', 2)]",26710.0,76.93,-37.816115100000005,144.9570842,15,22780.43,Spring,False,0.9605,works working well as expected.,1.0
ID0299029572,2019-06-03,Bakers,"[('pearTV', 1), ('iAssist Line', 2), ('Thunder line', 1), ('iStream', 1)]",13090.0,79.41,-37.8011642,145.00912319999998,10,11860.41,Winter,True,1.5682,great superb.... exactly what i wanted.. no issues,1.0
ID0577523828,2019-01-07,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 2), ('Lucent 330S', 1), ('Toshika 750', 1)]",24675.0,94.01,-37.825137700000006,144.9755897,10,22301.51,Summer,True,0.9013,"i recommend this seller. i was not sure to buy an used alcon, but now i can say that it was a good buy. it really loos and works like new. they even put a good screen protector. i recommend this seller.",1.0
ID0710013194,2019-06-06,Thompson,"[('iAssist Line', 1), ('pearTV', 1), ('Thunder line', 1), ('Toshika 750', 1)]",15035.0,67.36,-37.8170882,144.932764,10,13598.86,Winter,False,1.3506,"great bang for the buck very nice phone, only drawback would be the camera, but considering the price it is understandable i replaced my old alcon 6s with this phone, and using it mainly as a bussines oriented tool, i'm happy with the change",1.0
ID2325395499,2019-06-04,Bakers,"[('iAssist Line', 1), ('Universe Note', 2), ('Toshika 750', 2), ('Thunder line', 2)]",22125.0,76.5,-37.8116119,144.98609199999999,5,21095.25,Winter,True,0.8237,great product. i got this as a gift for a family member and she loves it.,1.0
ID0597455905,2019-10-22,Nickolson,"[('iStream', 2), ('Alcon 10', 2), ('Toshika 750', 2), ('Olivia x460', 2)]",29290.0,75.11,-37.8139126,144.9648097,25,22042.61,Spring,False,0.6675,perfect tablet for my 8 year old without spending a fortune. i love how it has parental controls so i can limit his time playing.,1.0
ID0041666052,2019-05-12,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('pearTV', 2)]",15930.0,80.77,-37.8144221,144.9338083,25,12028.27,Autumn,True,1.1823,"i love, love, love my new phone. i love, love, love my new phone. buying used and paying half the cost was a great idea! it appears brand new and works like it is brand new! i love the gold color and the size of this ""plus"" phone.",1.0
ID1521014627,2019-06-27,Bakers,"[('pearTV', 1), ('iStream', 2)]",6610.0,50.4,-37.8005717,144.99308259999998,5,6329.9,Winter,False,1.0659999999999998,renewed? not really. unable to rate the phone since it was received with a static screen.,0.0
ID0076459536,2019-02-08,Thompson,"[('iAssist Line', 2), ('Olivia x460', 1), ('Thunder line', 2)]",10035.0,110.48,-37.791144,144.9368632,0,10145.48,Summer,True,2.5592,"amazing pictures lucentrola is always my phone of choice and this one does not disappoint. the ease of use and rich bright colors are second to none. the front and back cameras take clear, sharp pictures that are easily shared. the battery life is great! this phone is a definite keeper.",1.0
ID4518640800,2019-12-16,Thompson,"[('Toshika 750', 2), ('Olivia x460', 1)]",9865.0,93.83,-37.807575,144.94214780000001,10,8972.33,Summer,True,0.7137,excellent phone. excellent phone.,1.0
ID2279153650,2019-07-02,Nickolson,"[('Toshika 750', 2), ('Thunder line', 1)]",10820.0,65.1,-37.8124295,144.9742773,10,9803.1,Winter,False,0.8024,thank you very pleased. only wish phone would turn on faster?,1.0
ID3222703083,2019-03-05,Thompson,"[('pearTV', 2), ('Universe Note', 1)]",16070.0,80.41,-37.8020633,144.9449335,10,14543.41,Autumn,True,1.1959,works well. easy to use. battery seems to be good. would buy again.,1.0
ID2270151070,2019-10-07,Bakers,"[('Candle Inferno', 2), ('iAssist Line', 1), ('pearTV', 1), ('Thunder line', 2)]",13755.0,114.3,-37.8226651,145.0152877,10,12493.8,Spring,True,2.2582,"upgraded from a6"" inch inferno hd. for 89.00 i don't think you can find a better tablet value. resolution is very sharp, audio is good, and it is a good size.",1.0
ID0589449038,2019-09-07,Nickolson,"[('Thunder line', 2), ('Alcon 10', 2)]",22260.0,76.11,-37.809816999999995,144.97295390000002,0,22336.11,Spring,False,1.0219,amazing phone!! definitely love this phone! very smooth and high end performance for a mid grade phone!,1.0
ID0107156481,2019-03-15,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 1), ('Alcon 10', 2), ('iAssist Line', 1)]",23165.0,51.64,-37.8269131,144.9809013,10,20900.14,Autumn,False,1.3614,"very disappointed. bought this and took it to verizon. it would turn on but did not work at all. very, very disappointed.",0.0
ID0767665017,2019-01-19,Nickolson,"[('Alcon 10', 1), ('Toshika 750', 1), ('Lucent 330S', 2), ('Universe Note', 1)]",19180.0,82.16,-37.807730600000006,144.9734019,10,17344.16,Summer,True,1.2559,didn't get the correct phone purchased this phone for an upcoming vacation. recieved a olivia s9 plus instead. super annoying :(,0.0
ID0708715078,2019-09-19,Thompson,"[('Olivia x460', 2), ('Alcon 10', 2), ('iAssist Line', 1), ('Lucent 330S', 1)]",23805.0,61.87,-37.8069757,144.9559641,15,20296.12,Spring,False,1.0071,one star when we bought the phone it was not unlocked.,0.0
ID3054477759,2019-09-03,Bakers,"[('Thunder line', 2), ('pearTV', 1), ('Alcon 10', 2)]",28570.0,60.36,-37.8076036,144.9888635,5,27201.86,Spring,False,0.6202,"just because the ad states the device is unlocked doesn't mean it's true phone was presented well,but was unable to use device as it was a verizion phone and not unlocked for all carries as advertised.",0.0
ID0610682568,2019-06-19,Bakers,"[('Universe Note', 1), ('Lucent 330S', 2), ('Alcon 10', 2), ('Toshika 750', 2)]",32450.0,66.45,-37.8117936,145.00841599999998,5,30893.95,Winter,False,1.1766,cheapest price nice phone,1.0
ID4520380437,2019-09-27,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('Universe Note', 2)]",16770.0,75.91,-37.819802,144.96128769999999,25,12653.41,Spring,False,0.7390000000000001,great phone very good phone,1.0
ID3144992689,2019-02-02,Bakers,"[('pearTV', 2), ('Lucent 330S', 1)]",13850.0,95.2,-37.814464,144.9854415,25,10482.7,Summer,True,0.9943,great tablet for a kid enjoys very much would buy again,1.0
ID4353912800,2019-04-15,Bakers,"[('Candle Inferno', 2), ('Toshika 750', 1)]",5180.0,68.99,-37.8250773,145.01499980000003,0,5248.99,Autumn,True,2.4166,one star couldnt activate the phone beacause it was reported stolen -10☆,0.0
ID0419481494,2019-07-01,Bakers,"[('iAssist Line', 2), ('iStream', 2), ('Lucent 330S', 2)]",7210.0,65.58,-37.8187507,144.99606430000003,25,5473.08,Winter,False,0.9773,la calidad y muy bonito trabaja perfecto sirve para llamadas juegos haxe todo igual a un telef intrligente,1.0
ID2189158030,2019-10-15,Nickolson,"[('pearTV', 2), ('Candle Inferno', 1), ('iAssist Line', 2)]",17500.0,62.89,-37.8185092,144.9596346,0,17562.89,Spring,False,0.8721,certified refurbished...more like certified crap!! no blemishes on the phone. perfect condition...but a full battery will last me literally an hour and a half with medium battery settings. apps freeze and sometimes don't even open. overall bad performance.,0.0
ID4312130693,2019-03-19,Bakers,"[('Olivia x460', 2), ('iAssist Line', 2)]",6900.0,66.85,-37.819973100000006,144.99114450000002,25,5241.85,Autumn,False,1.1673,works great love,1.0
ID0387153056,2019-02-27,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 2)]",6780.0,79.87,-37.800189,144.9486888,25,5164.87,Summer,False,1.3969999999999998,we love it!!  we use it every day and are finding new ways to use it the longer we have it!,1.0
ID0157861192,2019-10-25,Thompson,"[('Olivia x460', 1), ('pearTV', 1), ('Universe Note', 2)]",14435.0,83.64,-37.8238612,144.9547995,10,13075.14,Spring,False,1.4189,"battery life it's an amazing phone. battery lasts forever and the camara is awesome. i had to call at&t in the united states to be able to connect to my data, but after that everything has been great.",1.0
ID3222703082,2019-11-23,Thompson,"[('Alcon 10', 1), ('Toshika 750', 1), ('pearTV', 2), ('Thunder line', 1)]",28070.0,105.59,-37.8006802,144.9438143,0,28175.59,Spring,True,1.3654,perfect there was a tiny scratch on the screen but it’s gone with the screen protector i bought. i’d recommend,1.0
ID2188399791,2019-11-15,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 2)]",9810.0,100.54,-37.8120349,144.9706416,5,9420.04,Spring,True,0.7365,"excellent phone excellent phone, excellent camera. i only wish i could set google launcher, and gboard, it lags a bit with large amounts of tabs in chrome, but most people wont have this issue, i'm talking about over 50 - 60 open tabs. this is overall a great phone, i'm really happy i got it.",1.0
ID2927793636,2019-09-26,Bakers,"[('Candle Inferno', 1), ('pearTV', 2)]",13050.0,63.74,-37.82230620000001,144.9967359,5,12461.24,Spring,False,1.3767,smells like cigarettes! makes me sick every time i use ... phone is awful! the previous owner was a smoker! smells like cigarettes! makes me sick every time i use it. i have tried to clean it and nothing works. i am really disappointed!,0.0
ID0577356504,2019-01-17,Bakers,"[('Toshika 750', 1), ('pearTV', 2), ('Lucent 330S', 2), ('Thunder line', 2)]",23760.0,85.96,-37.8239933,144.990658,15,20281.96,Summer,True,1.6092,it's not a good phone it was good at the beginning but now it does get charged and the battery dies very quickly,0.0
ID2213858149,2019-01-25,Bakers,"[('Lucent 330S', 2), ('iAssist Line', 2), ('Candle Inferno', 1), ('Olivia x460', 1)]",8565.0,80.11,-37.8060651,144.9800516,15,7360.36,Summer,False,1.405,four stars good mobile for price,1.0
ID1994687836,2019-06-19,Thompson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Candle Inferno', 2), ('pearTV', 1)]",18035.0,78.95,-37.8000203,144.9513761,15,15408.7,Winter,True,1.4585,great phone great value phone came in perfect shape works like a charm can't beat it,1.0
ID4520380479,2019-11-05,Nickolson,"[('Candle Inferno', 2), ('pearTV', 2), ('Alcon 10', 1)]",22430.0,74.39,-37.8197891,144.9613321,25,16896.89,Spring,False,0.7349,best phoneon the market olivia universe s4 is by far the best phone i've ever had. was so used to alcons that i thought i would be disappointed but the s4 is a superior phone. only downside is in my opinion itunes is head and shoulders above google play.,1.0
ID1668524207,2019-10-30,Nickolson,"[('iStream', 1), ('Thunder line', 2), ('Universe Note', 2)]",11410.0,84.11,-37.829182700000004,144.9878646,5,10923.61,Spring,False,1.9955,use this phone on a byop network so i wish ... use this phone on a byop network so i wish i could get rid of the verizon specific stuff without rooting it.,1.0
ID0250774449,2019-02-16,Bakers,"[('Alcon 10', 1), ('iStream', 1)]",9100.0,98.29,-37.8160237,145.0089436,25,6923.29,Summer,True,1.3799,excellent phone like new!!! everything works and looks great,1.0
ID0723967221,2019-11-08,Bakers,"[('Olivia x460', 2), ('pearTV', 2), ('Toshika 750', 1), ('iStream', 2)]",19690.0,103.05,-37.803919,145.00346389999999,15,16839.55,Spring,True,0.9909,"olivia focus i917 the olivia focus is an awesome phone i love it more than the alcon, for it being an used phone the phone itself looks brand new and the graphics are eye-popping... thanks digico and bayside trading.",1.0
ID0371973419,2019-10-19,Nickolson,"[('Thunder line', 2), ('Toshika 750', 2)]",13000.0,81.84,-37.8052643,144.96959569999999,25,9831.84,Spring,False,1.4839,"best phone best phone ever!! way better than the universe and alcons. super fast, battery lasts, and just overall amazing.",1.0
ID0294637965,2019-10-08,Thompson,"[('Alcon 10', 2), ('iAssist Line', 1)]",20125.0,96.96,-37.811914,144.945762,25,15190.71,Spring,True,0.1427,love this phone! fast shipping and this phone is wonderful. this is my 2nd as i gave my last s4 to my brother when his died. liked the phone so much that bought another one with the same systm case :d this phone is a powerhouse of unlimited capabilities!,1.0
ID0247417839,2019-02-09,Nickolson,"[('pearTV', 2), ('iStream', 1), ('iAssist Line', 2)]",17220.0,84.11,-37.818120799999996,144.9693491,0,17304.11,Summer,True,0.0557,"happy and satisfied so far, i am happy and satisfied. worth for the money. the quality of camera and appearance is really awesome!!!",1.0
ID3804564118,2019-01-23,Bakers,"[('Universe Note', 1), ('Alcon 10', 2), ('pearTV', 1), ('Lucent 330S', 2)]",30120.0,93.16,-37.818003499999996,144.99411030000002,25,22683.16,Summer,True,0.8968,great phone great phone lots of features and very very little clutter this is propably one of the greatest phones i've ever owned!,1.0
ID5402876174,2019-10-08,Nickolson,"[('iStream', 2), ('iAssist Line', 2)]",4750.0,76.63,-37.820534,144.97723919999999,15,4114.13,Spring,False,0.7097,excelente perfecto.,1.0
ID0306904052,2019-04-15,Thompson,"[('iStream', 2), ('Lucent 330S', 2), ('Universe Note', 1)]",6210.0,63.15,-37.8089313,144.9514248,5,5962.65,Autumn,False,0.5659,five stars awesome phone. unit is in great condition.,1.0
ID0589759894,2019-10-10,Thompson,"[('pearTV', 2), ('iStream', 1), ('Thunder line', 1)]",14950.0,78.65,-37.8218102,144.9518698,0,15028.65,Spring,False,1.1012,five stars the product matches perfectly to all expectations. arrived on time.,1.0
ID0591357757,2019-06-09,Thompson,"[('Alcon 10', 2), ('Thunder line', 1), ('iStream', 1)]",20230.0,66.43,-37.822280299999996,144.9536732,5,19284.93,Winter,False,1.217,"this phone is awesome i've been wanting n upgraded toshika phone forever. it's finally here! brand new, packages on cords. went straight to t-mobile got a new sim card and getting better service than ever did before.",1.0
ID3132397293,2019-11-24,Thompson,"[('Toshika 750', 2), ('Thunder line', 1), ('Candle Inferno', 1)]",11250.0,105.28,-37.807262,144.95908280000003,10,10230.28,Spring,True,1.2162,"great came in near perfect condition. amazing for the price. battery life is a little used up, but more than enough to get through the day under heavy use (music, apps, videos).",1.0
ID4716795789,2019-07-05,Thompson,"[('Universe Note', 1), ('iAssist Line', 2)]",7900.0,63.07,-37.81743710000001,144.95264419999998,0,7963.07,Winter,False,0.7222,terrific value i marvel at the quality of this phone. it is a bargain! i love the convenience of touch fingerprint start feature.,1.0
ID0266733899,2019-04-18,Nickolson,"[('iStream', 1), ('Alcon 10', 2), ('pearTV', 2)]",30670.0,50.82,-37.814451299999995,144.9721658,25,23053.32,Autumn,False,0.5154,garbage collection the delivered product is in a locked state. it becomes useless. garbage. even dc-unlocker could not release it. it seems that there will be no use of digico_us in the future.,0.0
ID0131238813,2019-05-03,Nickolson,"[('Toshika 750', 1), ('Thunder line', 2)]",8680.0,79.53,-37.8135033,144.96178989999999,15,7457.53,Autumn,True,0.8872,good phone nice android phone,1.0
ID4754200396,2019-03-14,Thompson,"[('Candle Inferno', 2), ('pearTV', 1), ('Toshika 750', 1)]",11490.0,69.47,-37.8161206,144.9287575,15,9835.97,Autumn,False,1.6554,mint alcon x first time ordering a phone on digico and i must say i was a little skeptical but the phone arrived on time and it is as good as new. i am pretty pleased. now to dowloading apps and getting it going.,1.0
ID4740822055,2019-10-15,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 2), ('Universe Note', 1)]",8360.0,102.36,-37.803694799999995,144.9497835,25,6372.36,Spring,True,1.0276,"my 76 year old mom loves this! she now has something to do while waiting in doctors offices - loves to read, do crosswords, etc.",1.0
ID0767587081,2019-06-13,Nickolson,"[('iStream', 2), ('Alcon 10', 2), ('iAssist Line', 2)]",22650.0,78.42,-37.8077239,144.9733423,10,20463.42,Winter,True,1.2552,works great this phone has a lot of features for the money. i don't understand why people spend exorbitant amounts of money for a phone when something like this is available.,1.0
ID4157116186,2019-11-08,Bakers,"[('Alcon 10', 1), ('iAssist Line', 2), ('iStream', 1), ('Candle Inferno', 2)]",14410.0,87.45,-37.818282399999994,144.9964005,25,10894.95,Spring,True,0.9281,cracked and does not turn on. the screen was cracked and the phone did not turn in after 24 hours of charging.,0.0
ID4313862261,2019-11-24,Bakers,"[('Toshika 750', 1), ('Olivia x460', 1), ('iStream', 2)]",5845.0,77.09,-37.8182677,144.99290980000004,5,5629.84,Spring,False,0.9431,works great very nice phone.,1.0
ID0711357439,2019-02-01,Thompson,"[('iStream', 2), ('Thunder line', 1)]",2480.0,79.48,-37.8068265,144.9595076,0,2559.48,Summer,False,1.2729,great product this was my mom's first smartphone (she recently upgraded from a cosmos 3). excellent starter phone for someone who is just getting used to a smartphone.,1.0
ID0452380549,2019-06-12,Thompson,"[('Universe Note', 1), ('Olivia x460', 2), ('Alcon 10', 1)]",14850.0,69.85,-37.8254721,144.9531489,25,11207.35,Winter,False,1.5217,"great battery life, decent camera even indoors. so far working great on at&t. indoor photos are decent and usable. the battery lasts forever with heavy use. i prefer the lower resolution screen and lean processor for longer battery life. performance is still pretty good after loading tons of apps.",1.0
ID1132014861,2019-01-10,Thompson,"[('iStream', 2), ('Thunder line', 2)]",4660.0,75.09,-37.8151848,144.94501630000002,5,4502.09,Summer,True,0.3328,"i am not super impressed with iassist. when my gold lapsed, she wouldn't play anything. she isn't smart enough to differentiate among spotify accounts so we can't use it for that either. she randomly speaks up when nobody is talking to her. just today i unplugged her...not sure i'll ever use my iassist again.",0.0
ID0607756866,2019-11-04,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 1), ('Lucent 330S', 2)]",21585.0,61.83,-37.8174195,144.9619198,10,19488.33,Spring,False,0.6837,one star way to expensive,0.0
ID0287629333,2019-11-03,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1)]",9870.0,78.41,-37.8037458,144.95176630000003,0,9948.41,Spring,False,1.0762,good price great camera,1.0
ID0580890042,2019-11-19,Nickolson,"[('iAssist Line', 1), ('Universe Note', 2), ('Toshika 750', 2)]",17765.0,102.69,-37.809398,144.97367739999999,5,16979.44,Spring,True,1.0862,like it to do more,1.0
ID0260907394,2019-04-26,Bakers,"[('Alcon 10', 1), ('Universe Note', 1), ('iStream', 2), ('Thunder line', 1)]",14880.0,69.16,-37.8235237,145.0122023,25,11229.16,Autumn,True,2.1201,terrible i was given the wrong color and the wrong carrier. it said it was unlocked for verizon. but ended but being locked with at&t.,0.0
ID5299390813,2019-06-22,Thompson,"[('Thunder line', 1), ('Candle Inferno', 1)]",2610.0,77.02,-37.8118571,144.9361346,10,2426.02,Winter,True,0.9659,"nice phone the phone is fast, has a great quality screen, good sound, and is easy to hold. i prefer this model over the other lucent g6 play that has the glass on the back. nice color and features.",1.0
ID0310944919,2019-11-15,Bakers,"[('Toshika 750', 2), ('iStream', 2), ('Alcon 10', 2)]",26840.0,102.72,-37.803976899999995,145.0028892,15,22916.72,Spring,True,0.95,five stars switched from alcon and like this phone. great price!,1.0
ID0370751497,2019-08-30,Bakers,"[('Alcon 10', 2), ('Toshika 750', 1), ('Lucent 330S', 1)]",23450.0,65.04,-37.812975200000004,144.9856429,0,23515.04,Winter,False,0.9062,"awesome product for the price. i bought this phone for my wife. i was skeptical by comparing the price vs the specifications. my wife loves it. it is pretty fast. nice storage capacity. the pictures look great, the screen image is awesome. in other words, awesome product for the price.",1.0
ID0746917820,2019-09-07,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 2), ('Universe Note', 2)]",11810.0,64.34,-37.8247896,144.982697,0,11874.34,Spring,False,1.3459999999999999,charge the device and was able to set up everything and when i came back to use it it would not work,0.0
ID5424203834,2019-12-05,Nickolson,"[('Thunder line', 2), ('Olivia x460', 1), ('Toshika 750', 2), ('iStream', 1)]",14375.0,96.52,-37.822382399999995,144.97984169999998,25,10877.77,Summer,True,0.9983,i really love the new shape and size of the candle hd. my daughter uses it and can control it great.,1.0
ID2577925392,2019-02-02,Thompson,"[('Candle Inferno', 1), ('Thunder line', 1)]",2610.0,64.56,-37.812667,144.94737030000002,0,2674.56,Summer,False,0.0265,i installed a driver for google play store; also i payed digico to get rid of the lock screen ads ($15). it was worth it. i use this thing alot.,1.0
ID6167440950,2019-08-06,Nickolson,"[('Toshika 750', 1), ('Thunder line', 1)]",6500.0,75.2,-37.8162415,144.9639456,25,4950.2,Winter,True,0.5582,"love this phone! i love love love this phone. i upgraded from my note 2 to the note 3. great for taking pictures, multi tasking and very user friendly! best smart phone i have ever owned, hands down.",1.0
ID0245507478,2019-04-26,Thompson,"[('Alcon 10', 1), ('Thunder line', 1), ('Olivia x460', 1)]",12355.0,82.96,-37.798849600000004,144.9623625,10,11202.46,Autumn,True,2.0438,"perfect! just call had to call metro-t-mobile to activate. perfect cellphone, looking like new and working perfect through metro-t mobile. i just had to call the customer service for activation and it was a very easy process.",1.0
ID5402876197,2019-03-11,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 2), ('Olivia x460', 2), ('pearTV', 2)]",24940.0,64.45,-37.82090529999999,144.9766632,5,23757.45,Autumn,False,0.6762,five stars beautiful. fast and quick shipping. love this phone to death. i've missed android.,1.0
ID2841675040,2019-10-23,Nickolson,"[('iStream', 1), ('Olivia x460', 2)]",2600.0,79.48,-37.8080366,144.9689175,0,2679.48,Spring,False,1.1767,great product fro an older phone my wife has the s9 prior to losing it. she loves the camera but can not stand the battery life.,1.0
ID0576860007,2019-05-30,Bakers,"[('iStream', 1), ('pearTV', 1)]",6460.0,70.53,-37.8246287,144.9884774,25,4915.53,Autumn,False,1.7338,"great! perfect condition, easy to sync to my network and cloud 10/10",1.0
ID6167357861,2019-09-11,Nickolson,"[('Alcon 10', 2), ('Toshika 750', 2), ('Universe Note', 2), ('Candle Inferno', 1)]",33870.0,77.01,-37.81146270000001,144.9729188,0,33947.01,Spring,False,0.8474,five stars better than most,1.0
ID6167344533,2019-11-09,Nickolson,"[('iStream', 1), ('Olivia x460', 1), ('Toshika 750', 2)]",10015.0,84.66,-37.8148298,144.9692039,15,8597.41,Spring,True,0.4202,already messing up bought this 7 months ago .....and the battery port is already messing up. doesnt hold charge long either.,0.0
ID4157118502,2019-06-06,Bakers,"[('iStream', 1), ('Olivia x460', 2)]",2600.0,82.15,-37.825466600000006,144.9962188,5,2552.15,Winter,True,1.7243,love it works great! my husband is jealous of my new phone and wants me to get one for him.,1.0
ID6167413255,2019-08-04,Nickolson,"[('Universe Note', 2), ('Alcon 10', 1), ('Thunder line', 1)]",18030.0,79.09,-37.812955200000005,144.96800580000001,10,16306.09,Winter,True,0.6423,love everything about this product i bought two one for my household and one for my mother in law just so we can video chat with her and for emergency and it’s easy to use for older folks.,1.0
ID0846547014,2019-07-05,Nickolson,"[('iAssist Line', 2), ('Thunder line', 2), ('Candle Inferno', 2), ('Lucent 330S', 1)]",10900.0,58.5,-37.8201841,144.9686121,0,10958.5,Winter,True,0.1952,.. its borders are scratched,0.0
ID2183273515,2019-03-21,Nickolson,"[('Alcon 10', 2), ('iStream', 1), ('Lucent 330S', 2), ('Toshika 750', 1)]",24830.0,80.71,-37.8074249,144.962747,15,21186.21,Autumn,True,1.3799,amazing previously had a s8 and wanted to upgrade to the note8. bought it used and so far i'm not having problems with any of it!,1.0
ID0356089330,2019-05-10,Bakers,"[('Candle Inferno', 1), ('iStream', 1)]",580.0,79.78,-37.8176464,144.9959437,10,601.78,Autumn,True,0.8539,excelent revive! the best in the category! perfect for the price!!,1.0
ID4957761344,2019-08-17,Thompson,"[('iStream', 2), ('Toshika 750', 1), ('Olivia x460', 1)]",5845.0,71.93,-37.824828499999995,144.9296955,0,5916.93,Winter,False,2.0408,"looks like new! phone looked great no scratches. it turned on fine and seemed to work ok, it just doesn't work with my provider. but if it works for you it's a great buy! the packaging wasn't the best, but i just reminded myself that it is used.",1.0
ID0589420285,2019-10-12,Nickolson,"[('Universe Note', 2), ('Thunder line', 1), ('Toshika 750', 2)]",17720.0,77.45,-37.809589700000004,144.9726595,5,16911.45,Spring,False,1.0390000000000001,"ever since i bought this phone a year ago, ... ever since i bought this phone a year ago, works perfectly and it doesn't have scratches even though my screen is not protected.",1.0
ID1463620743,2019-11-10,Bakers,"[('Toshika 750', 2), ('Candle Inferno', 2), ('Lucent 330S', 1), ('iStream', 1)]",10880.0,81.15,-37.8174943,145.00552319999997,0,10961.15,Spring,False,1.2312,i'm in love... i love this phone!,1.0
ID0844501069,2019-07-13,Thompson,"[('Universe Note', 1), ('Thunder line', 1)]",5630.0,65.34,-37.821639000000005,144.9450746,15,4850.84,Winter,False,1.0133,five stars amazing phone i love it,1.0
ID4234925771,2019-08-20,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 2)]",6820.0,81.54,-37.8048342,144.96692009999998,0,6901.54,Winter,True,1.5492,great for the money. beautiful condition.,1.0
ID4458803297,2019-03-09,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('iStream', 1)]",3470.0,68.07,-37.8239891,144.9846665,10,3191.07,Autumn,False,1.4585,"love xiaomi, happy with purchase just got it, it looks amazing - as always great value for money, great quality. camera is amazing!",1.0
ID4735836869,2019-12-21,Thompson,"[('Olivia x460', 1), ('pearTV', 2)]",13845.0,75.44,-37.80326420000001,144.95006030000002,5,13228.19,Summer,False,1.0799,i love this its super convenient and makes my life a little easier,1.0
ID5402876210,2019-11-15,Nickolson,"[('Candle Inferno', 1), ('Thunder line', 2), ('Olivia x460', 1), ('iAssist Line', 1)]",8240.0,87.99,-37.821232,144.9780544,5,7915.99,Spring,True,0.8033,"phone missing opened the box,had everything but the phone was missing",0.0
ID4264281397,2019-05-16,Thompson,"[('iStream', 1), ('Universe Note', 2), ('Thunder line', 1)]",9230.0,48.76,-37.8180578,144.9520378,10,8355.76,Autumn,False,0.7418,no youtube,0.0
ID0370469699,2019-10-20,Bakers,"[('Thunder line', 2), ('pearTV', 2)]",16980.0,87.52,-37.8187334,145.015963,15,14520.52,Spring,False,2.0663,"it’s refreshing to find honest salesman these days price, look and shipping time",1.0
ID2397232379,2019-07-13,Thompson,"[('iAssist Line', 1), ('Alcon 10', 2)]",20125.0,65.2,-37.817854499999996,144.93216999999999,15,17171.45,Winter,True,1.4315,bad just 3 months empeso hard to fail until he died was my case i'm not happy to be a team xp,0.0
